# Identity Change Acceptance ratios and number of Accepted and Trial Moves (per box) as a function of Lambda
 0.00500 0.00000         0         0 0.00000         0         0
 0.01500 0.00000         0         0 0.00000         0         0
 0.02500 0.00000         0         0 0.00000         0         0
 0.03500 0.00000         0         0 0.00000         0         0
 0.04500 0.00000         0         0 0.00000         0         0
 0.05500 0.00000         0         0 0.00000         0         0
 0.06500 0.00000         0         0 0.00000         0         0
 0.07500 0.00000         0         0 0.00000         0         0
 0.08500 0.00000         0         0 0.00000         0         0
 0.09500 0.00000         0         0 0.00000         0         0
 0.10500 0.00000         0         0 0.00000         0         0
 0.11500 0.00000         0         0 0.00000         0         0
 0.12500 0.00000         0         0 0.00000         0         0
 0.13500 0.00000         0         0 0.00000         0         0
 0.14500 0.00000         0         0 0.00000         0         0
 0.15500 0.00000         0         0 0.00000         0         0
 0.16500 0.00000         0         0 0.00000         0         0
 0.17500 0.00000         0         0 0.00000         0         0
 0.18500 0.00000         0         0 0.00000         0         0
 0.19500 0.00000         0         0 0.00000         0         0
 0.20500 0.00000         0         0 0.00000         0         0
 0.21500 0.00000         0         0 0.00000         0         0
 0.22500 0.00000         0         0 0.00000         0         0
 0.23500 0.00000         0         0 0.00000         0         0
 0.24500 0.00000         0         0 0.00000         0         0
 0.25500 0.00000         0         0 0.00000         0         0
 0.26500 0.00000         0         0 0.00000         0         0
 0.27500 0.00000         0         0 0.00000         0         0
 0.28500 0.00000         0         0 0.00000         0         0
 0.29500 0.00000         0         0 0.00000         0         0
 0.30500 0.00000         0         0 0.00000         0         0
 0.31500 0.00000         0         0 0.00000         0         0
 0.32500 0.00000         0         0 0.00000         0         0
 0.33500 0.00000         0         0 0.00000         0         0
 0.34500 0.00000         0         0 0.00000         0         0
 0.35500 0.00000         0         0 0.00000         0         0
 0.36500 0.00000         0         0 0.00000         0         0
 0.37500 0.00000         0         0 0.00000         0         0
 0.38500 0.00000         0         0 0.00000         0         0
 0.39500 0.00000         0         0 0.00000         0         0
 0.40500 0.00000         0         0 0.00000         0         0
 0.41500 0.00000         0         0 0.00000         0         0
 0.42500 0.00000         0         0 0.00000         0         0
 0.43500 0.00000         0         0 0.00000         0         0
 0.44500 0.00000         0         0 0.00000         0         0
 0.45500 0.00000         0         0 0.00000         0         0
 0.46500 0.00000         0         0 0.00000         0         0
 0.47500 0.00000         0         0 0.00000         0         0
 0.48500 0.00000         0         0 0.00000         0         0
 0.49500 0.00000         0         0 0.00000         0         0
 0.50500 0.00000         0         0 0.00000         0         0
 0.51500 0.00000         0         0 0.00000         0         0
 0.52500 0.00000         0         0 0.00000         0         0
 0.53500 0.00000         0         0 0.00000         0         0
 0.54500 0.00000         0         0 0.00000         0         0
 0.55500 0.00000         0         0 0.00000         0         0
 0.56500 0.00000         0         0 0.00000         0         0
 0.57500 0.00000         0         0 0.00000         0         0
 0.58500 0.00000         0         0 0.00000         0         0
 0.59500 0.00000         0         0 0.00000         0         0
 0.60500 0.00000         0         0 0.00000         0         0
 0.61500 0.00000         0         0 0.00000         0         0
 0.62500 0.00000         0         0 0.00000         0         0
 0.63500 0.00000         0         0 0.00000         0         0
 0.64500 0.00000         0         0 0.00000         0         0
 0.65500 0.00000         0         0 0.00000         0         0
 0.66500 0.00000         0         0 0.00000         0         0
 0.67500 0.00000         0         0 0.00000         0         0
 0.68500 0.00000         0         0 0.00000         0         0
 0.69500 0.00000         0         0 0.00000         0         0
 0.70500 0.85675    238752    278673 0.85426    239169    279972
 0.71500 0.85324    237676    278557 0.86470    237410    274558
 0.72500 0.86174    247478    287185 0.86572    246952    285255
 0.73500 0.87265    241798    277085 0.86156    241808    280664
 0.74500 0.86806    243225    280194 0.87545    242856    277406
 0.75500 0.87633    241642    275744 0.87521    241232    275626
 0.76500 0.88285    248252    281195 0.87402    248407    284211
 0.77500 0.87926    248168    282245 0.88577    247888    279855
 0.78500 0.88353    247378    279988 0.89113    247871    278154
 0.79500 0.89413    250173    279795 0.88670    251241    283344
 0.80500 0.89253    252363    282750 0.89614    251899    281094
 0.81500 0.89344    250122    279953 0.90049    249361    276917
 0.82500 0.90008    255110    283431 0.90221    255397    283080
 0.83500 0.90586    256996    283703 0.90355    256964    284395
 0.84500 0.90957    255769    281199 0.90542    256159    282917
 0.85500 0.91236    260266    285267 0.91025    260546    286236
 0.86500 0.91958    259039    281693 0.90879    259085    285088
 0.87500 0.91585    267337    291901 0.91874    267102    290726
 0.88500 0.92187    265700    288220 0.91914    266019    289423
 0.89500 0.92745    266999    287885 0.91828    266759    290499
 0.90500 0.92967    264305    284299 0.92189    264133    286511
 0.91500 0.93053    267931    287935 0.92394    267390    289402
 0.92500 0.94057    266536    283377 0.91722    266761    290838
 0.93500 0.92885    270277    290980 0.93381    270247    289403
 0.94500 0.92429    265609    287364 0.94071    265355    282078
 0.95500 0.92784    276160    297637 0.94076    276468    293877
 0.96500 0.93523    272502    291374 0.93497    272575    291534
 0.97500 0.93792    263893    281359 0.93229    263553    282694
 0.98500 0.93310    271731    291214 0.93875    272395    290168
 0.99500 0.93478    268149    286857 0.93675    268339    286457


